,Age,Gender,Race,Living_area,Income,Bus_usage,Challenges,,,,,,Limited_routes,Inadequate_Service,Highcost,Preferown,Safety_1,Insufficient_info,Carry_items,Disabilities,Overcrowded,Privacy_concernbus,Improvements,,,,,,,Buslanes_2,App_2,Services_2,Hybrid_2,Hours_2,Sharing_2,Loyalty_2,Purpose,,,,,,Work,Education,Medical,Leisure,Shopping,Church,Other,Wait_time,Commute_time,Getting_tostation,Time_spend,Concern_COVID19,Reasons_COVID19,,,Overcrowded,Masks,Socialdistance,Smartphone,Application_used,,,Google,CATS,Other,Satisfaction_CATS,Reasons_CATS,,,Schedule_3,Userfriendly_3,Slow_3,Others_3,Willingness_Uber,Desired_timeline,Ticket_location,Willingness_newapp,Concern_newapp,Willingness_travelapp,Interested_intech,,,,Wait_time,Trip,Privacy,App
53,35-44,Male,Black,North,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,10_20,Anotherbus,10_20,veryConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Somewhatsatisfied,Schedule,,,1,0,0,0,No,30,Other,Yes,Trust_inapp,Verywilling,Wait_time,,,,1,0,0,0
54,18-24,Male,White,South,12.5K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,20_30,Walk,5_10,veryConcerned,Masks,,,0,1,0,No,CATS,,,0,1,0,Somewhatsatisfied,Schedule,,,1,0,0,0,No,30,CTC,Yes,Trust_inbus,Somewhatwilling,Wait_time,,,,1,0,0,0
55,25-34,Male,Black,North,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,5_10,Walk,20_30,UsuallyConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,30,Website,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
56,25-34,Male,White,East,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,10_20,Walk,10_20,veryConcerned,Overcrowded,,,1,0,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,No,30,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
57,45-54,Female,Black,East,12.5K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,Work,,,,,1,0,0,1,0,0,0,10_20,5_10,Walk,30,veryConcerned,Socialdistance,,,0,0,1,Yes,CATS,,,0,1,0,Verysatisfied,NA,,,0,0,0,0,Yes,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
58,55-64,Male,White,East,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,5_10,Walk,10_20,Notimportant,Socialdistance,,,0,0,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
59,45-54,Female,Black,East,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,20_30,10_20,Walk,20_30,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,30,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
60,35-44,Male,Black,North,45K_80K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,5_10,10_20,Walk,20_30,veryConcerned,Socialdistance,,,0,0,1,Yes,CATS,,,0,1,0,Somewhatsatisfied,Userfriendly,,,0,1,0,0,Yes,30,Other,Yes,Trust_inapp,Verywilling,Wait_time,,,,1,0,0,0
61,65-74,Male,Black,North,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Shopping,,,,,,0,0,0,0,1,0,0,20_30,5_10,Anotherbus,30,veryConcerned,Masks,Socialdistance,,0,1,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,Other,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
62,65-74,Female,Black,North,45K_80K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Shopping,,,,,,0,0,0,0,1,0,0,10_20,5_10,Walk,10_20,UsuallyConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Somewhatsatisfied,NA,,,0,0,0,0,Yes,1,Website,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
63,65-74,Male,Black,Uptown,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,10_20,Anotherbus,10_20,Notimportant,Overcrowded,,,1,0,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,30,TicketMachine,Yes,Privacy,Somewhatunwilling,Wait_time,,,,1,0,0,0
64,35-44,Male,Black,West,12.5K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,5_10,5_10,Walk,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,CTC,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
65,55-64,Female,Black,North,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Other,,,,,,0,0,0,0,0,0,1,5_10,10_20,Anotherbus,10_20,UsuallyConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Verysatisfied,NA,,,0,0,0,0,Yes,30,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
66,25-34,Male,Black,West,12.5K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,20_30,10_20,Anotherbus,20_30,UsuallyConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Needs,Verywilling,Wait_time,,,,1,0,0,0
67,35-44,Male,White,North,80K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Walk,10_20,Notimportant,Masks,,,0,1,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,No,30,Other,No,Privacy,Unwilling,Wait_time,,,,1,0,0,0
68,55-64,Female,Black,Outside,12.5K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Medical,,,,,,0,0,1,0,0,0,0,10_20,10_20,Walk,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,Other,,,0,0,1,NA,NA,,,0,0,0,0,Yes,30,Other,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
69,25-34,Male,White,North,12.5K_45K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Walk,10_20,UsuallyConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Trust_inapp,Verywilling,Wait_time,,,,1,0,0,0
70,65-74,Male,Black,Outside,80K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,5_10,10_20,Walk,30,Notimportant,Overcrowded,,,1,0,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,30,MobileApp,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
71,25-34,Male,Black,Outside,12.5K,Daily,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,5_10,Walk,5_10,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,Employer,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
72,45-54,Female,Black,North,12.5K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Work,,,,,,1,0,0,0,0,0,0,5_10,5_10,Walk,10_20,UsuallyConcerned,Masks,Socialdistance,,0,1,1,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,30,CTC,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
73,55-64,Female,Black,North,12.5K,Month,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Medical,,,,,,0,0,1,0,0,0,0,5_10,10_20,Anotherbus,20_30,veryConcerned,Masks,,,0,1,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,10,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
74,35-44,Male,Black,North,12.5K_45K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Education,,,,,,0,1,0,0,0,0,0,5_10,10_20,Walk,5_10,Notimportant,Overcrowded,,,1,0,0,No,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,10,TicketMachine,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
75,35-44,Male,White,North,12.5K_45K,Rarely,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,Shopping,,,,,,0,0,0,0,1,0,0,20_30,30,Anotherbus,5_10,UsuallyConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,MobileApp,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
76,55-64,Male,Black,North,12.5K_45K,Daily,Inadequate_Service,Safety,,,,,0,1,0,0,1,0,0,0,0,Privacy,Sharing,Loyalty,,,,,,0,0,0,0,0,1,1,Work,Leisure,Shopping,,,,1,0,0,1,1,0,0,10_20,10_20,Biking,20_30,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,30,NA,Yes,Privacy,Somewhatunwilling,Wait_time,,,,1,0,0,0
77,55-64,Female,Other,East,12.5K_45K,Never,Limited_routes,Inadequate_Service,Safety,Insufficient_info,Overcrowded,,1,1,0,0,1,1,0,0,1,Surveillance,Buslanes,App,Services,,Hours,Sharing,Loyalty,1,1,0,0,1,1,1,Work,Education,Medical,Shopping,,,1,1,1,0,1,0,0,30,10_20,Walk,30,Notimportant,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,Dissatisfied,Schedule,Slow,,1,0,1,0,Yes,10,Website,Yes,Privacy,Verywilling,Wait_time,Trip,,,1,1,0,0
78,55-64,Female,White,East,12.5K_45K,Rarely,Highcost,Preferown,Overcrowded,,,,0,0,1,1,0,0,0,0,1,Privacy,App,Hybrid,Loyalty,,,,,0,1,0,1,0,0,1,Leisure,Shopping,,,,,0,0,0,1,1,0,0,10_20,5_10,Walk,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,1,TicketMachine,Yes,Privacy,Somewhatwilling,Wait_time,Trip,App,,1,1,0,1
79,55-64,Female,Black,North,12.5K,Month,Insufficient_info,,,,,,0,0,0,0,0,1,0,0,0,Privacy,Services,,,,,,,0,0,0,0,0,0,0,Medical,,,,,,0,0,1,0,0,0,0,20_30,20_30,Anotherbus,20_30,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Somewhatsatisfied,Slow,,,0,0,1,0,Yes,10,TicketMachine,Yes,Privacy,Somewhatwilling,Trip,,,,0,1,0,0
80,65-74,Male,Black,East,12.5K_45K,Rarely,Safety,,,,,,0,0,0,0,1,0,0,0,0,Thirdparty,Hours,,,,,,,0,0,0,0,1,0,0,Leisure,,,,,,0,0,0,1,0,0,0,30,10_20,Walk,10_20,veryConcerned,Overcrowded,,,1,0,0,Yes,Other,,,0,0,1,Dissatisfied,Others,,,0,0,0,1,No,10,Other,No,Privacy,Somewhatwilling,App,,,,0,0,0,1
81,45-54,Female,Latino,North,12.5K_45K,Week,Inadequate_Service,Safety,,,,,0,1,0,0,1,0,0,0,0,Surveillance,App,Hours,,,,,,0,1,0,0,1,0,0,Work,Shopping,,,,,1,0,0,0,1,0,0,10_20,20_30,Walk,30,veryConcerned,Socialdistance,,,0,0,1,Yes,CATS,,,0,1,0,Somewhatsatisfied,Others,,,0,0,0,1,No,30,MobileApp,Yes,Trust_inbus,Verywilling,Trip,,,,0,1,0,0
82,45-54,Female,Black,East,12.5K_45K,Rarely,Limited_routes,Inadequate_Service,Insufficient_info,Carry_items,Disabilities,Overcrowded,1,1,0,0,0,1,1,1,1,Privacy,App,Services,,Hybrid,Loyalty,,,0,1,0,1,0,0,1,Education,Medical,Leisure,Shopping,Church,,0,1,1,1,1,1,0,30,10_20,NA,30,veryConcerned,Overcrowded,Masks,Socialdistance,1,1,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,10,CTC,Yes,Privacy,Verywilling,Wait_time,Privacy,App,,1,0,1,1
83,45-54,Female,Other,North,12.5K,Rarely,Inadequate_Service,,,,,,0,1,0,0,0,0,0,0,0,Surveillance,Loyalty,,,,,,,0,0,0,0,0,0,1,Work,,,,,,1,0,0,0,0,0,0,30,10_20,Anotherbus,5_10,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Somewhatdissatisfied,Schedule,,,1,0,0,0,No,30,CTC,Yes,Other,Somewhatwilling,Trip,,,,0,1,0,0
84,75orolder,Female,Other,North,12.5K,Rarely,Inadequate_Service,Insufficient_info,,,,,0,1,0,0,0,1,0,0,0,Theft,Buslanes,Loyalty,,,,,,1,0,0,0,0,0,1,Medical,Leisure,Church,Other,,,0,0,1,1,0,1,0,10_20,20_30,Walk,10_20,veryConcerned,Masks,Socialdistance,,0,1,1,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,30,CTC,Yes,Trust_inbus,Verywilling,Privacy,,,,0,0,1,0
85,35-44,Male,Black,North,12.5K,Rarely,Safety,,,,,,0,0,0,0,1,0,0,0,0,Surveillance,Loyalty,,,,,,,0,0,0,0,0,0,1,Leisure,,,,,,0,0,0,1,0,0,0,10_20,10_20,Anotherbus,10_20,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,Dissatisfied,Userfriendly,,,0,1,0,0,No,30,CTC,Yes,Trust_inbus,Somewhatunwilling,Wait_time,,,,1,0,0,0
86,55-64,Male,Black,East,12.5K_45K,Month,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Theft,App,Services,,Hybrid,,,,0,1,0,1,0,0,0,Medical,Shopping,,,,,0,0,1,0,1,0,0,10_20,20_30,Walk,20_30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,10,CTC,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
87,55-64,Male,Black,North,12.5K,Week,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,App,,,,,,,0,1,0,0,0,0,0,Work,,,,,,1,0,0,0,0,0,0,10_20,20_30,Walk,20_30,UsuallyConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Somewhatdissatisfied,Others,,,0,0,0,1,No,30,CTC,No,Trust_inapp,Verywilling,Privacy,,,,0,0,1,0
88,55-64,Male,Black,North,12.5K_45K,Daily,Limited_routes,Inadequate_Service,Insufficient_info,,,,1,1,0,0,0,1,0,0,0,Surveillance,App,Services,,Hours,Loyalty,,,0,1,0,0,1,0,1,Work,Medical,Shopping,,,,1,0,1,0,1,0,0,5_10,5_10,Anotherbus,10_20,Notimportant,Overcrowded,,,1,0,0,No,NA,,,0,0,0,Somewhatsatisfied,NA,,,0,0,0,0,No,30,CTC,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
89,55-64,Male,Black,East,12.5K,Week,Highcost,Safety,Carry_items,Overcrowded,,,0,0,1,0,1,0,1,0,1,Privacy,Buslanes,Services,,Sharing,,,,1,0,0,0,0,1,0,Medical,Shopping,,,,,0,0,1,0,1,0,0,5_10,5_10,Walk,10_20,veryConcerned,Masks,,,0,1,0,Yes,CATS,,,0,1,0,Verysatisfied,Schedule,,,1,0,0,0,Yes,30,CTC,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
90,55-64,Female,Black,East,12.5K_45K,Daily,Limited_routes,Highcost,Safety,,,,1,0,1,0,1,0,0,0,0,Privacy,Services,,,,,,,0,0,0,0,0,0,0,Work,Education,Medical,Leisure,Church,,1,1,1,1,0,1,0,30,5_10,Walk,30,veryConcerned,Masks,,,0,1,0,Yes,Google,,,1,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,1,CTC,No,Trust_inbus,Verywilling,Wait_time,,,,1,0,0,0
91,45-54,Female,Black,East,12.5K_45K,Week,Limited_routes,Inadequate_Service,Preferown,Safety,,,1,1,0,1,1,0,0,0,0,Privacy,App,Hours,Loyalty,,,,,0,1,0,0,1,0,1,Work,Education,Leisure,Shopping,,,1,1,0,1,1,0,0,10_20,10_20,Walk,10_20,Notimportant,Overcrowded,Socialdistance,,1,0,1,Yes,Google,,,1,0,0,Somewhatdissatisfied,Schedule,Slow,,1,0,1,0,Yes,30,MobileApp,Yes,Privacy,Verywilling,Wait_time,App,,,1,0,0,1
92,18-24,Male,Black,North,12.5K_45K,Rarely,Preferown,Carry_items,,,,,0,0,0,1,0,0,1,0,0,Privacy,Hybrid,Loyalty,,,,,,0,0,0,1,0,0,1,Work,Shopping,,,,,1,0,0,0,1,0,0,20_30,5_10,Walk,20_30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,Somewhatsatisfied,NA,,,0,0,0,0,Yes,24,NA,Yes,Privacy,Verywilling,Trip,,,,0,1,0,0
93,18-24,Male,Black,East,12.5K_45K,Rarely,Inadequate_Service,Safety,Overcrowded,,,,0,1,0,0,1,0,0,0,1,Privacy,Services,,Hybrid,,,,,0,0,0,1,0,0,0,Work,,,,,,1,0,0,0,0,0,0,30,30,NA,30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,CATS,,,0,1,0,Somewhatsatisfied,Slow,,,0,0,1,0,Yes,1,Website,Yes,Trust_inbus,Somewhatwilling,Wait_time,,,,1,0,0,0
94,65-74,Male,White,North,12.5K_45K,Rarely,Insufficient_info,,,,,,0,0,0,0,0,1,0,0,0,Privacy,Buslanes,App,Services,,Hybrid,Sharing,,1,1,0,1,0,1,0,NA,,,,,,0,0,0,0,0,0,0,10_20,NA,NA,30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,Somewhatdissatisfied,Userfriendly,,,0,1,0,0,Yes,30,NA,Yes,Privacy,Verywilling,Wait_time,Trip,Privacy,App,1,1,1,1
95,65-74,Female,White,North,80K,Never,Limited_routes,Carry_items,,,,,1,0,0,0,0,0,1,0,0,Privacy,Buslanes,App,Services,,Hybrid,Sharing,Loyalty,1,1,0,1,0,1,1,Leisure,,,,,,0,0,0,1,0,0,0,NA,10_20,Dropoff,NA,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,CATS,,,0,1,0,NA,Others,,,0,0,0,1,Yes,30,MobileApp,Yes,Other,Somewhatwilling,Wait_time,Trip,App,,1,1,0,1
96,65-74,Female,White,Uptown,45K_80K,Month,Inadequate_Service,,,,,,0,1,0,0,0,0,0,0,0,Privacy,App,Services,,Hybrid,,,,0,1,0,1,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,5_10,5_10,Walk,5_10,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Schedule,,,1,0,0,0,Yes,24,CTC,Yes,Privacy,Verywilling,Trip,,,,0,1,0,0
97,55-64,Female,White,East,45K_80K,Never,Limited_routes,Inadequate_Service,,,,,1,1,0,0,0,0,0,0,0,Privacy,Buslanes,App,Services,,Hybrid,Hours,Sharing,1,1,0,1,1,1,0,Leisure,,,,,,0,0,0,1,0,0,0,NA,NA,NA,NA,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,1,MobileApp,Yes,Privacy,Verywilling,App,,,,0,0,0,1
98,75orolder,Female,White,East,45K_80K,Rarely,Limited_routes,Inadequate_Service,Preferown,Safety,,,1,1,0,1,1,0,0,0,0,Thirdparty,Services,,,,,,,0,0,0,0,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,10_20,5_10,NA,30,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,CATS,,,0,1,0,Verysatisfied,NA,,,0,0,0,0,Yes,30,TicketMachine,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
99,65-74,Male,White,North,80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Hours,,,,,,,0,0,0,0,1,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,5_10,Walk,NA,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,30,MobileApp,No,Privacy,Verywilling,Wait_time,,,,1,0,0,0
100,65-74,Male,White,North,80K,Never,Limited_routes,Inadequate_Service,,,,,1,1,0,0,0,0,0,0,0,Privacy,Buslanes,App,Services,,,,,1,1,0,0,0,0,0,NA,,,,,,0,0,0,0,0,0,0,20_30,20_30,Walk,NA,veryConcerned,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,1,NA,No,Other,Verywilling,Wait_time,Trip,,,1,1,0,0
101,75orolder,Female,White,North,45K_80K,Never,Limited_routes,Inadequate_Service,Preferown,Safety,Insufficient_info,,1,1,0,1,1,1,0,0,0,Theft,Buslanes,App,Hybrid,,,,,1,1,0,1,0,0,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,UsuallyConcerned,Overcrowded,Masks,Socialdistance,1,1,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,30,NA,Yes,Privacy,Somewhatwilling,Wait_time,Trip,App,,1,1,0,1
102,65-74,Female,White,Outside,80K,Never,Preferown,,,,,,0,0,0,1,0,0,0,0,0,Privacy,Services,Hybrid,Hours,Sharing,Loyalty,,,0,0,1,1,1,1,1,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,veryConcerned,Overcrowded,Masks,Socialdistance,1,1,1,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,No,30,NA,Yes,Privacy,Somewhatwilling,Wait_time,,,,1,0,0,0
103,35-44,Female,White,Outside,80K,Never,Limited_routes,Inadequate_Service,Disabilities,,,,1,1,0,0,0,0,0,1,0,Privacy,App,Sharing,,,,,,0,1,0,0,0,1,0,NA,,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,NA,NA,,,0,0,0,0,Yes,24,TicketMachine,Yes,Privacy,Verywilling,Trip,,,,0,1,0,0
104,65-74,Female,White,North,45K_80K,Never,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Surveillance,App,Services,Sharing,,,,,0,1,1,0,0,1,0,Leisure,,,,,,0,0,0,1,0,0,0,NA,20_30,Walk,NA,UsuallyConcerned,Socialdistance,,,0,0,1,Yes,NA,,,0,0,0,NA,NA,,,0,0,0,0,No,24,MobileApp,No,Needs,Somewhatunwilling,Wait_time,,,,1,0,0,0
105,18-24,Female,White,North,12.5K,Never,Limited_routes,Preferown,Safety,Insufficient_info,Carry_items,,1,0,0,1,1,1,1,0,0,Thirdparty,Buslanes,App,Services,Hybrid,,,,1,1,1,1,0,0,0,Education,Leisure,,,,,0,1,0,1,0,0,0,NA,20_30,Walk,30,UsuallyConcerned,Overcrowded,,,1,0,0,Yes,Other,,,0,0,1,NA,NA,,,0,0,0,0,Yes,10,MobileApp,Yes,Needs,Somewhatwilling,Trip,,,,0,1,0,0
106,75orolder,Male,White,Outside,45K_80K,Rarely,Limited_routes,Preferown,,,,,1,0,0,1,0,0,0,0,0,Privacy,Sharing,,,,,,,0,0,0,0,0,1,0,Education,Medical,Leisure,,,,0,1,1,1,0,0,0,NA,10_20,Dropoff,30,Notimportant,Overcrowded,,,1,0,0,No,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,1,NA,Yes,Privacy,Somewhatwilling,App,,,,0,0,0,1
107,55-64,Female,White,North,80K,Rarely,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Privacy,App,,,,,,,0,1,0,0,0,0,0,Leisure,,,,,,0,0,0,1,0,0,0,NA,20_30,Dropoff,20_30,Notimportant,Overcrowded,,,1,0,0,Yes,NA,,,0,0,0,NA,NA,,,0,0,0,0,Yes,24,Website,Yes,Privacy,Verywilling,Trip,,,,0,1,0,0
108,25-34,Female,White,North,12.5K,Rarely,Limited_routes,Insufficient_info,,,,,1,0,0,0,0,1,0,0,0,Privacy,App,Sharing,,,,,,0,1,0,0,0,1,0,NA,,,,,,0,0,0,0,0,0,0,5_10,10_20,Walk,10_20,Notimportant,Overcrowded,,,1,0,0,Yes,CATS,,,0,1,0,Somewhatsatisfied,Userfriendly,,,0,1,0,0,Yes,30,MobileApp,Yes,Privacy,Somewhatwilling,Trip,,,,0,1,0,0
109,75orolder,Female,White,Outside,12.5K_45K,Rarely,Limited_routes,,,,,,1,0,0,0,0,0,0,0,0,Privacy,Buslanes,App,Services,Hybrid,Hours,Sharing,Loyalty,1,1,1,1,1,1,1,Leisure,,,,,,0,0,0,1,0,0,0,20_30,10_20,Walk,20_30,veryConcerned,Masks,,,0,1,0,Yes,NA,,,0,0,0,Somewhatsatisfied,Slow,,,0,0,1,0,Yes,1,Website,Yes,Privacy,Verywilling,Wait_time,,,,1,0,0,0
110,65-74,Male,White,East,45K_80K,Week,Inadequate_Service,Insufficient_info,,,,,0,1,0,0,0,1,0,0,0,Thirdparty,Buslanes,App,Services,Hybrid,Hours,Loyalty,,1,1,1,1,1,0,1,Work,Leisure,,,,,1,0,0,0,0,0,0,5_10,5_10,Walk,10_20,Notimportant,Overcrowded,,,1,0,0,Yes,Google,,,1,0,0,Somewhatdissatisfied,Schedule,Slow,,1,0,1,0,Yes,30,NA,Yes,Privacy,Somewhatwilling,Trip,,,,0,1,0,0
